date,canada_cpi_energy_idx2015,uk_cpi_energy_idx2015,usa_cpi_energy_yoy_pct
2022-02-01,133.1475,129.0,25.47111
2022-03-01,143.1168,136.2,31.89526
2022-04-01,143.9197,170.0,30.14345
2022-05-01,156.1639,172.0,34.44909000000001
2022-06-01,162.2526,178.8,41.41723
2022-07-01,153.4876,181.1,32.77844
2022-08-01,143.5183,175.4,23.73039
2022-09-01,137.2289,173.0,19.74232
2022-10-01,145.7931,197.8,17.59569
2022-11-01,143.5852,198.1,13.06461
2022-12-01,132.2777,194.4,7.343857000000002
2023-01-01,134.0173,192.3,8.841071000000001
2023-02-01,132.4115,191.4,5.355986
2023-03-01,133.2813,190.3,-6.1453
2023-04-01,137.8311,187.9,-4.743036
2023-05-01,136.7605,185.9,-11.31965
2023-06-01,138.634,184.0,-16.34317
2023-07-01,140.9757,166.2,-12.08143
2023-08-01,146.1277,169.1,-3.333794
2023-09-01,144.6557,171.8,-0.2658357999999999
2023-10-01,137.9649,166.2,-4.365243
2023-11-01,135.3555,164.2,-5.251615
2023-12-01,131.8093,160.5,-1.821824
2024-01-01,130.4042,163.4,-2.519196
2024-02-01,134.0842,164.7,-1.827839
2024-03-01,136.9612,165.9,-1.052993
2024-04-01,143.9866,156.2,-3.864184
2024-05-01,142.3808,156.2,-2.560932
2024-06-01,139.3699,154.3,-2.178531
2024-07-01,141.5779,148.1,-2.495939
2024-08-01,139.303,146.9,-6.337978
2024-09-01,132.6791,144.0,-6.470621
2024-10-01,133.0806,149.5,-3.707938
2024-11-01,133.482,149.9,-0.8794309000000001
2024-12-01,133.1475,150.9,2.727438
2025-01-01,137.3627,152.6,2.208416
2025-02-01,138.0987,153.6,3.121379
2025-03-01,136.4929,152.6,3.145021
