date,cpi_energy_yoy_canada,cpi_energy_yoy_uk,cpi_energy_yoy_usa
2021-06-01,19.49384,10.5,24.33391
2021-07-01,19.70608,9.5,23.71755
2021-08-01,20.69658,9.5,24.84719
2021-09-01,20.09346,9.7,24.70581
2021-10-01,25.50201,22.4,29.84058
2021-11-01,26.35815,25.6,33.14175
2021-12-01,21.18421,24.5,29.17735
2022-01-01,23.13675,23.2,26.87957
2022-02-01,24.06484,22.7,25.47111
2022-03-01,27.77778,27.8,31.89526
2022-04-01,26.38073,51.9,30.14345
2022-05-01,34.75751,52.6,34.44909000000001
2022-06-01,38.80939,57.1,41.41723
2022-07-01,28.01339,57.7,32.77844
2022-08-01,19.03441,51.8,23.73039
2022-09-01,14.00778,49.4,19.74232
2022-10-01,16.21333,58.6,17.59569
2022-11-01,13.90658,55.2,13.06461
2022-12-01,7.328989999999998,52.3,7.343857000000002
2023-01-01,5.421052,50.7,8.841071000000001
2023-02-01,-0.5527638000000001,48.3,5.355986
2023-03-01,-6.87237,39.7,-6.1453
2023-04-01,-4.23059,10.5,-4.743036
2023-05-01,-12.42502,8.1,-11.31965
2023-06-01,-14.5567,2.9,-16.34317
2023-07-01,-8.1517,-8.2,-12.08143
2023-08-01,1.818182,-3.6,-3.333794
2023-09-01,5.411994,-0.7,-0.2658357999999999
2023-10-01,-5.369435,-16.0,-4.365243
2023-11-01,-5.731594,-17.1,-5.251615
2023-12-01,-0.3540718,-17.4,-1.821824
2024-01-01,-2.695956,-15.0,-2.519196
2024-02-01,1.263264,-13.9,-1.827839
2024-03-01,2.761044,-12.8,-1.052993
2024-04-01,4.466019999999999,-16.8,-3.864184
2024-05-01,4.109589,-16.0,-2.560932
2024-06-01,0.530888,-16.1,-2.178531
2024-07-01,0.4271475999999999,-10.9,-2.495939
2024-08-01,-4.67033,-13.2,-6.337978
2024-09-01,-8.279371000000001,-16.2,-6.470621
2024-10-01,-3.540252,-10.0,-3.707938
2024-11-01,-1.384083,-8.7,-0.8794309000000001
2024-12-01,1.015228,-6.0,2.727438
2025-01-01,5.336069999999999,-6.6,2.208416
2025-02-01,2.994012,-6.8,3.121379
2025-03-01,-0.3419639,-8.0,3.145021
