date,canada_cpi_energy_idx2015,uk_cpi_energy_idx2015,usa_cpi_energy_idx2015
2022-09-01,137.2289,173.0,146.4432
2022-10-01,145.7931,197.8,147.9299
2022-11-01,143.5852,198.1,144.3211
2022-12-01,132.2777,194.4,135.5035
2023-01-01,134.0173,192.3,139.7673
2023-02-01,132.4115,191.4,138.976
2023-03-01,133.2813,190.3,137.7897
2023-04-01,137.8311,187.9,139.9672
2023-05-01,136.7605,185.9,138.2564
2023-06-01,138.634,184.0,140.3068
2023-07-01,140.9757,166.2,140.792
2023-08-01,146.1277,169.1,145.3377
2023-09-01,144.6557,171.8,146.0539
2023-10-01,137.9649,166.2,141.4724
2023-11-01,135.3555,164.2,136.7419
2023-12-01,131.8093,160.5,133.0349
2024-01-01,130.4042,163.4,136.2463
2024-02-01,134.0842,164.7,136.4358
2024-03-01,136.9612,165.9,136.3387
2024-04-01,143.9866,156.2,134.5586
2024-05-01,142.3808,156.2,134.7157
2024-06-01,139.3699,154.3,137.2502
2024-07-01,141.5779,148.1,137.2779
2024-08-01,139.303,146.9,136.1262
2024-09-01,132.6791,144.0,136.6033
2024-10-01,133.0806,149.5,136.2267
2024-11-01,133.482,149.9,135.5394
2024-12-01,133.1475,150.9,136.6634
2025-01-01,137.3627,152.6,139.2552
2025-02-01,138.0987,153.6,140.6945
2025-03-01,136.4929,152.6,140.6266
