date,country,series_id,description,unit,value
2014-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),96.46072998396644
2014-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),97.995500850449
2014-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),98.55210295614853
2015-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),99.03067103169522
2015-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),99.6061720040724
2015-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),100.82210070047735
2015-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),100.54105626375502
2016-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),102.61261590796862
2016-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),103.45635885899615
2016-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),104.31625729282878
2016-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),104.32905975090074
2017-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.07282160079497
2017-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.09080600618175
2017-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.77604233346136
2017-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.35855417573508
2018-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),107.0294639427913
2018-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.90235382336266
2018-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),107.74335339051764
2018-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),108.91294938151934
2019-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),108.81144417823461
2019-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),109.110777840774
2019-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),108.89770836000511
2019-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),108.44535484146289
2020-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.36697331601954
2020-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),80.6698124135072
2020-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),96.58082923349855
2020-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),95.03660893367717
2021-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),91.74485310703464
2021-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),102.55713858965683
2021-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.5724222860313
2021-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),105.87358487115239
2022-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.68623613829094
2022-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),107.10658351165327
2022-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.13694972291823
2022-10-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.04824697770543
2023-01-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.89595259432669
2023-04-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),107.42390157957946
2023-07-01,UK,NAEXKP02GBQ189S,Private Final Consumption Expenditure (constant prices),index (2015=100),106.94015155671795
2007-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.48410841775173
2007-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.71646231304213
2007-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.30802847324237
2007-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.66038352898357
2008-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.53721750276264
2008-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.78407703283283
2008-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.09202638443095
2008-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.2905241281454
2009-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.06608239728033
2009-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),87.63302326440078
2009-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.22247951408758
2009-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.1251598916561
2010-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),88.63602197471798
2010-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),89.4309307606491
2010-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),90.06891495214458
2010-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),90.62092029021818
2011-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),90.96720935323329
2011-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),91.06057289345215
2011-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),91.33776238715274
2011-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),91.49547819803091
2012-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),92.15508897228897
2012-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),92.31728834300816
2012-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),92.5045429010742
2012-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),92.87298602448021
2013-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),93.47694790894681
2013-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),93.74385158889447
2013-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),94.12495417538102
2013-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),94.95388526834104
2014-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),95.29595451032931
2014-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),96.21112819552539
2014-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),97.16217035944962
2014-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),98.28174162563329
2015-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),99.03550715655271
2015-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),99.71727199120166
2015-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),100.4193447145423
2015-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),100.8278761377033
2016-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),101.58902635541969
2016-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),102.09329496812715
2016-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),102.80327985589308
2016-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),103.33339487238995
2017-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),104.12777618069273
2017-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),104.64444051766655
2017-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),105.35363418898996
2017-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),106.50485411287491
2018-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),107.27602640553006
2018-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),107.85044954280876
2018-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),108.34733346871926
2018-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),108.6859741061232
2019-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),108.85819555178115
2019-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),109.78681991650028
2019-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),111.03324955230333
2019-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),111.76116867943335
2020-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),109.87675485213482
2020-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),100.36817938459184
2020-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),109.29626572213004
2020-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),110.78111524594962
2021-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),113.29902970490262
2021-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),117.25827678333592
2021-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),118.23358291816449
2021-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),119.36976972964133
2022-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),119.48027629278172
2022-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),120.45769233812369
2022-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),121.02288461690618
2022-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),121.26394189306447
2023-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),122.60505376315727
2023-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),123.06343182219781
2023-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),123.99864965727139
2023-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),124.93070262657481
2024-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),125.46872980749701
2024-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),126.67058758370409
2024-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),127.9062039281259
2024-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),129.13364436930817
2025-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),129.3306572634988
2025-04-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),130.1210824895889
2025-07-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),131.23010420320546
2025-10-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),131.8580663197622
2026-01-01,USA,PCEC96,Real Personal Consumption Expenditures,index (2015=100),132.05600229980243
